Row	Anon Student Id	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	First Attempt	Incorrects	Corrects	Hints	KC (Single-KC)	Opportunity (Single-KC)	KC (Selected)	Opportunity (Selected)	KC (ptype_selection)	Opportunity (ptype_selection)
52	Default BKT Controller(12)	AD 3_9_plus_3_7	1	JCommTable5.R0C0	1/1/1970 1:30	1/1/1970 1:30	1/1/1970 1:30	1/1/1970 1:30	incorrect	3	1	1	Single-KC	53	JCommTable5.R0C0	7	AD JCommTable5.R0C0	7
53	Default BKT Controller(12)	AD 3_9_plus_3_7	1	JCommTable6.R0C0	1/1/1970 1:30	1/1/1970 1:30	1/1/1970 1:30	1/1/1970 1:30	incorrect	1	1	0	Single-KC	54	JCommTable6.R0C0	7	AD JCommTable6.R0C0	7
54	Default BKT Controller(12)	AD 3_9_plus_3_7	1	JCommTable6.R1C0	1/1/1970 1:30	1/1/1970 1:30	1/1/1970 1:30	1/1/1970 1:30	correct	0	1	0	Single-KC	55	JCommTable6.R1C0	7	AD JCommTable6.R1C0	7
55	Default BKT Controller(12)	AD 3_9_plus_3_7	1	done	1/1/1970 1:30	1/1/1970 1:30	1/1/1970 1:30	1/1/1970 1:30	correct	0	1	0	Single-KC	56	done	7	AD done	7
56	Default BKT Controller(12)	AD 5_5_plus_6_9	1	JCommTable8.R0C0	1/1/1970 1:30	1/1/1970 1:30	1/1/1970 1:30	1/1/1970 1:30	correct	0	1	0	Single-KC	57	JCommTable8.R0C0	8	AD JCommTable8.R0C0	8
57	Default BKT Controller(12)	AD 5_5_plus_6_9	1	JCommTable4.R1C0	1/1/1970 1:30	1/1/1970 1:30	1/1/1970 1:30	1/1/1970 1:30	correct	1	1	0	Single-KC	58	JCommTable4.R1C0	8	AD JCommTable4.R1C0	8
58	Default BKT Controller(12)	AD 5_5_plus_6_9	1	JCommTable5.R1C0	1/1/1970 1:30	1/1/1970 1:30	1/1/1970 1:30	1/1/1970 1:30	correct	0	1	0	Single-KC	59	JCommTable5.R1C0	8	AD JCommTable5.R1C0	8
59	Default BKT Controller(12)	AD 5_5_plus_6_9	1	JCommTable4.R0C0	1/1/1970 1:30	1/1/1970 1:30	1/1/1970 1:30	1/1/1970 1:30	correct	1	1	0	Single-KC	60	JCommTable4.R0C0	8	AD JCommTable4.R0C0	8
60	Default BKT Controller(12)	AD 5_5_plus_6_9	1	JCommTable5.R0C0	1/1/1970 1:30	1/1/1970 1:30	1/1/1970 1:30	1/1/1970 1:30	incorrect	2	1	0	Single-KC	61	JCommTable5.R0C0	8	AD JCommTable5.R0C0	8
61	Default BKT Controller(12)	AD 5_5_plus_6_9	1	JCommTable6.R1C0	1/1/1970 1:30	1/1/1970 1:30	1/1/1970 1:30	1/1/1970 1:30	correct	0	1	0	Single-KC	62	JCommTable6.R1C0	8	AD JCommTable6.R1C0	8
62	Default BKT Controller(12)	AD 5_5_plus_6_9	1	JCommTable6.R0C0	1/1/1970 1:30	1/1/1970 1:30	1/1/1970 1:30	1/1/1970 1:30	correct	0	1	0	Single-KC	63	JCommTable6.R0C0	8	AD JCommTable6.R0C0	8
63	Default BKT Controller(12)	AD 5_5_plus_6_9	1	done	1/1/1970 1:31	1/1/1970 1:31	1/1/1970 1:31	1/1/1970 1:31	correct	0	1	0	Single-KC	64	done	8	AD done	8
64	Default BKT Controller(12)	M 10_8_times_1_3	1	JCommTable8.R0C0	1/1/1970 1:31	1/1/1970 1:31		1/1/1970 1:31	incorrect	1	0	0	Single-KC	65	JCommTable8.R0C0	9	M  JCommTable8.R0C0	1
65	Default BKT Controller(12)	M 10_8_times_1_3	1	JCommTable4.R1C0	1/1/1970 1:31	1/1/1970 1:31		1/1/1970 1:31	incorrect	2	0	0	Single-KC	66	JCommTable4.R1C0	9	M  JCommTable4.R1C0	1
66	Default BKT Controller(12)	M 10_8_times_1_3	1	JCommTable5.R0C0	1/1/1970 1:31	1/1/1970 1:31		1/1/1970 1:31	incorrect	2	0	0	Single-KC	67	JCommTable5.R0C0	9	M  JCommTable5.R0C0	1
67	Default BKT Controller(12)	M 10_8_times_1_3	1	JCommTable4.R0C0	1/1/1970 1:31	1/1/1970 1:31		1/1/1970 1:31	incorrect	1	0	0	Single-KC	68	JCommTable4.R0C0	9	M  JCommTable4.R0C0	1
68	Default BKT Controller(12)	M 10_8_times_1_3	1	JCommTable6.R0C0	1/1/1970 1:31	1/1/1970 1:31	1/1/1970 1:31	1/1/1970 1:31	hint	1	1	1	Single-KC	69	JCommTable6.R0C0	9	M  JCommTable6.R0C0	1
69	Default BKT Controller(12)	M 10_8_times_1_3	1	done	1/1/1970 1:31	1/1/1970 1:31	1/1/1970 1:31	1/1/1970 1:31	incorrect	1	1	1	Single-KC	70	done	9	M  done	1
70	Default BKT Controller(12)	M 10_8_times_1_3	1	JCommTable6.R1C0	1/1/1970 1:31	1/1/1970 1:31	1/1/1970 1:31	1/1/1970 1:31	hint	1	1	1	Single-KC	71	JCommTable6.R1C0	9	M  JCommTable6.R1C0	1
71	Default BKT Controller(12)	AD 1_6_plus_2_6	1	JCommTable8.R0C0	1/1/1970 1:31	1/1/1970 1:31	1/1/1970 1:31	1/1/1970 1:31	correct	0	1	0	Single-KC	72	JCommTable8.R0C0	10	AD JCommTable8.R0C0	9
72	Default BKT Controller(12)	AD 1_6_plus_2_6	1	JCommTable4.R1C0	1/1/1970 1:31	1/1/1970 1:31	1/1/1970 1:31	1/1/1970 1:31	correct	0	1	0	Single-KC	73	JCommTable4.R1C0	10	AD JCommTable4.R1C0	9
73	Default BKT Controller(12)	AD 1_6_plus_2_6	1	JCommTable5.R1C0	1/1/1970 1:31	1/1/1970 1:31	1/1/1970 1:31	1/1/1970 1:31	correct	0	1	0	Single-KC	74	JCommTable5.R1C0	9	AD JCommTable5.R1C0	9
74	Default BKT Controller(12)	AD 1_6_plus_2_6	1	JCommTable4.R0C0	1/1/1970 1:31	1/1/1970 1:31	1/1/1970 1:31	1/1/1970 1:31	correct	0	1	0	Single-KC	75	JCommTable4.R0C0	10	AD JCommTable4.R0C0	9
75	Default BKT Controller(12)	AD 1_6_plus_2_6	1	JCommTable5.R0C0	1/1/1970 1:31	1/1/1970 1:31	1/1/1970 1:31	1/1/1970 1:31	incorrect	2	1	1	Single-KC	76	JCommTable5.R0C0	10	AD JCommTable5.R0C0	9
76	Default BKT Controller(12)	AD 1_6_plus_2_6	1	JCommTable6.R1C0	1/1/1970 1:31	1/1/1970 1:31	1/1/1970 1:31	1/1/1970 1:31	incorrect	1	1	0	Single-KC	77	JCommTable6.R1C0	10	AD JCommTable6.R1C0	9
77	Default BKT Controller(12)	AD 1_6_plus_2_6	1	JCommTable6.R0C0	1/1/1970 1:31	1/1/1970 1:31	1/1/1970 1:31	1/1/1970 1:31	incorrect	1	1	0	Single-KC	78	JCommTable6.R0C0	10	AD JCommTable6.R0C0	9
78	Default BKT Controller(12)	AD 1_6_plus_2_6	1	done	1/1/1970 1:31	1/1/1970 1:31	1/1/1970 1:31	1/1/1970 1:31	correct	0	1	0	Single-KC	79	done	10	AD done	9
79	Default BKT Controller(12)	AS 1_8_plus_9_8	1	JCommTable8.R0C0	1/1/1970 1:32	1/1/1970 1:32		1/1/1970 1:32	incorrect	1	0	0	Single-KC	80	JCommTable8.R0C0	11	AS JCommTable8.R0C0	1
80	Default BKT Controller(12)	AS 1_8_plus_9_8	1	JCommTable4.R1C0	1/1/1970 1:32	1/1/1970 1:32		1/1/1970 1:32	incorrect	1	0	0	Single-KC	81	JCommTable4.R1C0	11	AS JCommTable4.R1C0	1
81	Default BKT Controller(12)	AS 1_8_plus_9_8	1	JCommTable6.R1C0	1/1/1970 1:32	1/1/1970 1:32	1/1/1970 1:32	1/1/1970 1:32	incorrect	2	1	1	Single-KC	82	JCommTable6.R1C0	11	AS JCommTable6.R1C0	1
82	Default BKT Controller(12)	AS 1_8_plus_9_8	1	JCommTable5.R0C0	1/1/1970 1:32	1/1/1970 1:32		1/1/1970 1:32	incorrect	1	0	0	Single-KC	83	JCommTable5.R0C0	11	AS JCommTable5.R0C0	1
83	Default BKT Controller(12)	AS 1_8_plus_9_8	1	JCommTable4.R0C0	1/1/1970 1:32	1/1/1970 1:32		1/1/1970 1:32	incorrect	1	0	0	Single-KC	84	JCommTable4.R0C0	11	AS JCommTable4.R0C0	1
84	Default BKT Controller(12)	AS 1_8_plus_9_8	1	JCommTable6.R0C0	1/1/1970 1:32	1/1/1970 1:32	1/1/1970 1:32	1/1/1970 1:32	hint	1	1	1	Single-KC	85	JCommTable6.R0C0	11	AS JCommTable6.R0C0	1
85	Default BKT Controller(12)	AS 1_8_plus_9_8	1	done	1/1/1970 1:32	1/1/1970 1:32	1/1/1970 1:32	1/1/1970 1:32	correct	0	1	0	Single-KC	86	done	11	AS done	1
86	Default BKT Controller(12)	M 5_4_times_4_3	1	JCommTable8.R0C0	1/1/1970 1:32	1/1/1970 1:32		1/1/1970 1:32	incorrect	1	0	0	Single-KC	87	JCommTable8.R0C0	12	M  JCommTable8.R0C0	2
87	Default BKT Controller(12)	M 5_4_times_4_3	1	JCommTable6.R1C0	1/1/1970 1:32	1/1/1970 1:32	1/1/1970 1:32	1/1/1970 1:32	incorrect	1	1	0	Single-KC	88	JCommTable6.R1C0	12	M  JCommTable6.R1C0	2
88	Default BKT Controller(12)	M 5_4_times_4_3	1	JCommTable6.R0C0	1/1/1970 1:32	1/1/1970 1:32	1/1/1970 1:32	1/1/1970 1:32	incorrect	3	1	1	Single-KC	89	JCommTable6.R0C0	12	M  JCommTable6.R0C0	2
89	Default BKT Controller(12)	M 5_4_times_4_3	1	JCommTable5.R0C0	1/1/1970 1:32	1/1/1970 1:32		1/1/1970 1:32	incorrect	1	0	0	Single-KC	90	JCommTable5.R0C0	12	M  JCommTable5.R0C0	2
90	Default BKT Controller(12)	M 5_4_times_4_3	1	JCommTable4.R0C0	1/1/1970 1:32	1/1/1970 1:32		1/1/1970 1:32	incorrect	1	0	0	Single-KC	91	JCommTable4.R0C0	12	M  JCommTable4.R0C0	2
91	Default BKT Controller(12)	M 5_4_times_4_3	1	done	1/1/1970 1:32	1/1/1970 1:32	1/1/1970 1:32	1/1/1970 1:32	correct	0	1	0	Single-KC	92	done	12	M  done	2
92	Default BKT Controller(12)	AD 5_5_plus_7_10	1	JCommTable8.R0C0	1/1/1970 1:32	1/1/1970 1:32	1/1/1970 1:32	1/1/1970 1:32	correct	0	1	0	Single-KC	93	JCommTable8.R0C0	13	AD JCommTable8.R0C0	10
93	Default BKT Controller(12)	AD 5_5_plus_7_10	1	JCommTable4.R1C0	1/1/1970 1:32	1/1/1970 1:32	1/1/1970 1:32	1/1/1970 1:32	correct	0	1	0	Single-KC	94	JCommTable4.R1C0	12	AD JCommTable4.R1C0	10
94	Default BKT Controller(12)	AD 5_5_plus_7_10	1	JCommTable5.R1C0	1/1/1970 1:32	1/1/1970 1:32	1/1/1970 1:32	1/1/1970 1:32	correct	0	1	0	Single-KC	95	JCommTable5.R1C0	10	AD JCommTable5.R1C0	10
95	Default BKT Controller(12)	AD 5_5_plus_7_10	1	JCommTable4.R0C0	1/1/1970 1:32	1/1/1970 1:32	1/1/1970 1:32	1/1/1970 1:32	correct	0	1	0	Single-KC	96	JCommTable4.R0C0	13	AD JCommTable4.R0C0	10
96	Default BKT Controller(12)	AD 5_5_plus_7_10	1	JCommTable6.R1C0	1/1/1970 1:32	1/1/1970 1:32	1/1/1970 1:33	1/1/1970 1:33	incorrect	1	1	0	Single-KC	97	JCommTable6.R1C0	13	AD JCommTable6.R1C0	10
97	Default BKT Controller(12)	AD 5_5_plus_7_10	1	JCommTable6.R0C0	1/1/1970 1:32	1/1/1970 1:32	1/1/1970 1:33	1/1/1970 1:33	incorrect	1	1	0	Single-KC	98	JCommTable6.R0C0	13	AD JCommTable6.R0C0	10
98	Default BKT Controller(12)	AD 5_5_plus_7_10	1	JCommTable5.R0C0	1/1/1970 1:32	1/1/1970 1:32	1/1/1970 1:32	1/1/1970 1:32	correct	0	1	0	Single-KC	99	JCommTable5.R0C0	13	AD JCommTable5.R0C0	10
99	Default BKT Controller(12)	AD 5_5_plus_7_10	1	done	1/1/1970 1:33	1/1/1970 1:33	1/1/1970 1:33	1/1/1970 1:33	correct	0	1	0	Single-KC	100	done	13	AD done	10
100	Default BKT Controller(12)	M 4_4_times_8_10	1	JCommTable6.R1C0	1/1/1970 1:33	1/1/1970 1:33	1/1/1970 1:33	1/1/1970 1:33	correct	1	1	0	Single-KC	101	JCommTable6.R1C0	14	M  JCommTable6.R1C0	3
101	Default BKT Controller(12)	M 4_4_times_8_10	1	JCommTable6.R0C0	1/1/1970 1:33	1/1/1970 1:33	1/1/1970 1:33	1/1/1970 1:33	incorrect	2	1	1	Single-KC	102	JCommTable6.R0C0	14	M  JCommTable6.R0C0	3
102	Default BKT Controller(12)	M 4_4_times_8_10	1	done	1/1/1970 1:33	1/1/1970 1:33	1/1/1970 1:33	1/1/1970 1:33	correct	0	1	0	Single-KC	103	done	14	M  done	3
103	Default BKT Controller(12)	AD 10_1_plus_6_2	1	JCommTable8.R0C0	1/1/1970 1:33	1/1/1970 1:33	1/1/1970 1:33	1/1/1970 1:33	correct	0	1	0	Single-KC	104	JCommTable8.R0C0	14	AD JCommTable8.R0C0	11
104	Default BKT Controller(12)	AD 10_1_plus_6_2	1	JCommTable4.R1C0	1/1/1970 1:33	1/1/1970 1:33	1/1/1970 1:33	1/1/1970 1:33	correct	0	1	0	Single-KC	105	JCommTable4.R1C0	13	AD JCommTable4.R1C0	11
105	Default BKT Controller(12)	AD 10_1_plus_6_2	1	JCommTable5.R1C0	1/1/1970 1:33	1/1/1970 1:33	1/1/1970 1:33	1/1/1970 1:33	correct	0	1	0	Single-KC	106	JCommTable5.R1C0	11	AD JCommTable5.R1C0	11
106	Default BKT Controller(12)	AD 10_1_plus_6_2	1	JCommTable4.R0C0	1/1/1970 1:33	1/1/1970 1:33	1/1/1970 1:33	1/1/1970 1:33	correct	1	1	0	Single-KC	107	JCommTable4.R0C0	14	AD JCommTable4.R0C0	11
107	Default BKT Controller(12)	AD 10_1_plus_6_2	1	JCommTable6.R0C0	1/1/1970 1:33	1/1/1970 1:33	1/1/1970 1:33	1/1/1970 1:33	incorrect	5	1	1	Single-KC	108	JCommTable6.R0C0	15	AD JCommTable6.R0C0	11
108	Default BKT Controller(12)	AD 10_1_plus_6_2	1	JCommTable6.R1C0	1/1/1970 1:33	1/1/1970 1:33	1/1/1970 1:33	1/1/1970 1:33	incorrect	2	1	0	Single-KC	109	JCommTable6.R1C0	15	AD JCommTable6.R1C0	11
109	Default BKT Controller(12)	AD 10_1_plus_6_2	1	JCommTable5.R0C0	1/1/1970 1:33	1/1/1970 1:33	1/1/1970 1:33	1/1/1970 1:33	hint	1	1	1	Single-KC	110	JCommTable5.R0C0	14	AD JCommTable5.R0C0	11
110	Default BKT Controller(12)	AD 10_1_plus_6_2	1	done	1/1/1970 1:33	1/1/1970 1:33	1/1/1970 1:33	1/1/1970 1:33	correct	0	1	0	Single-KC	111	done	15	AD done	11
111	Default BKT Controller(12)	AD 8_8_plus_3_9	1	JCommTable5.R0C0	1/1/1970 1:34	1/1/1970 1:34	1/1/1970 1:34	1/1/1970 1:34	incorrect	2	1	0	Single-KC	112	JCommTable5.R0C0	15	AD JCommTable5.R0C0	12
112	Default BKT Controller(12)	AD 8_8_plus_3_9	1	JCommTable6.R0C0	1/1/1970 1:34	1/1/1970 1:34	1/1/1970 1:34	1/1/1970 1:34	incorrect	2	1	0	Single-KC	113	JCommTable6.R0C0	16	AD JCommTable6.R0C0	12
113	Default BKT Controller(12)	AD 8_8_plus_3_9	1	JCommTable6.R1C0	1/1/1970 1:34	1/1/1970 1:34	1/1/1970 1:34	1/1/1970 1:34	incorrect	1	1	0	Single-KC	114	JCommTable6.R1C0	16	AD JCommTable6.R1C0	12
114	Default BKT Controller(12)	AD 8_8_plus_3_9	1	JCommTable8.R0C0	1/1/1970 1:34	1/1/1970 1:34	1/1/1970 1:34	1/1/1970 1:34	hint	0	1	1	Single-KC	115	JCommTable8.R0C0	15	AD JCommTable8.R0C0	12
115	Default BKT Controller(12)	AD 8_8_plus_3_9	1	JCommTable4.R1C0	1/1/1970 1:34	1/1/1970 1:34	1/1/1970 1:34	1/1/1970 1:34	correct	0	1	0	Single-KC	116	JCommTable4.R1C0	14	AD JCommTable4.R1C0	12
116	Default BKT Controller(12)	AD 8_8_plus_3_9	1	JCommTable5.R1C0	1/1/1970 1:34	1/1/1970 1:34	1/1/1970 1:34	1/1/1970 1:34	correct	0	1	0	Single-KC	117	JCommTable5.R1C0	12	AD JCommTable5.R1C0	12
117	Default BKT Controller(12)	AD 8_8_plus_3_9	1	JCommTable4.R0C0	1/1/1970 1:34	1/1/1970 1:34	1/1/1970 1:34	1/1/1970 1:34	correct	0	1	0	Single-KC	118	JCommTable4.R0C0	15	AD JCommTable4.R0C0	12
118	Default BKT Controller(12)	AD 8_8_plus_3_9	1	done	1/1/1970 1:34	1/1/1970 1:34	1/1/1970 1:34	1/1/1970 1:34	correct	0	1	0	Single-KC	119	done	16	AD done	12
119	Default BKT Controller(12)	AS 4_2_plus_3_2	1	JCommTable8.R0C0	1/1/1970 1:34	1/1/1970 1:34		1/1/1970 1:34	incorrect	1	0	0	Single-KC	120	JCommTable8.R0C0	16	AS JCommTable8.R0C0	2
120	Default BKT Controller(12)	AS 4_2_plus_3_2	1	JCommTable4.R1C0	1/1/1970 1:34	1/1/1970 1:34		1/1/1970 1:34	incorrect	1	0	0	Single-KC	121	JCommTable4.R1C0	15	AS JCommTable4.R1C0	2
121	Default BKT Controller(12)	AS 4_2_plus_3_2	1	JCommTable6.R1C0	1/1/1970 1:34	1/1/1970 1:34	1/1/1970 1:34	1/1/1970 1:34	hint	0	1	1	Single-KC	122	JCommTable6.R1C0	17	AS JCommTable6.R1C0	2
122	Default BKT Controller(12)	AS 4_2_plus_3_2	1	JCommTable6.R0C0	1/1/1970 1:34	1/1/1970 1:34	1/1/1970 1:34	1/1/1970 1:34	hint	0	1	1	Single-KC	123	JCommTable6.R0C0	17	AS JCommTable6.R0C0	2
123	Default BKT Controller(12)	AS 4_2_plus_3_2	1	done	1/1/1970 1:34	1/1/1970 1:34	1/1/1970 1:34	1/1/1970 1:34	correct	0	1	0	Single-KC	124	done	17	AS done	2
124	Default BKT Controller(12)	AD 6_8_plus_1_3	1	JCommTable8.R0C0	1/1/1970 1:34	1/1/1970 1:34	1/1/1970 1:34	1/1/1970 1:34	correct	0	1	0	Single-KC	125	JCommTable8.R0C0	17	AD JCommTable8.R0C0	13
125	Default BKT Controller(12)	AD 6_8_plus_1_3	1	JCommTable4.R1C0	1/1/1970 1:34	1/1/1970 1:34	1/1/1970 1:34	1/1/1970 1:34	correct	0	1	0	Single-KC	126	JCommTable4.R1C0	16	AD JCommTable4.R1C0	13
126	Default BKT Controller(12)	AD 6_8_plus_1_3	1	JCommTable5.R1C0	1/1/1970 1:34	1/1/1970 1:34	1/1/1970 1:34	1/1/1970 1:34	correct	0	1	0	Single-KC	127	JCommTable5.R1C0	13	AD JCommTable5.R1C0	13
127	Default BKT Controller(12)	AD 6_8_plus_1_3	1	JCommTable4.R0C0	1/1/1970 1:34	1/1/1970 1:34	1/1/1970 1:34	1/1/1970 1:34	correct	0	1	0	Single-KC	128	JCommTable4.R0C0	16	AD JCommTable4.R0C0	13
128	Default BKT Controller(12)	AD 6_8_plus_1_3	1	JCommTable6.R0C0	1/1/1970 1:34	1/1/1970 1:34	1/1/1970 1:35	1/1/1970 1:35	incorrect	2	1	0	Single-KC	129	JCommTable6.R0C0	18	AD JCommTable6.R0C0	13
129	Default BKT Controller(12)	AD 6_8_plus_1_3	1	JCommTable5.R0C0	1/1/1970 1:34	1/1/1970 1:34	1/1/1970 1:34	1/1/1970 1:35	hint	1	1	1	Single-KC	130	JCommTable5.R0C0	16	AD JCommTable5.R0C0	13
130	Default BKT Controller(12)	AD 6_8_plus_1_3	1	JCommTable6.R1C0	1/1/1970 1:35	1/1/1970 1:35	1/1/1970 1:35	1/1/1970 1:35	correct	0	1	0	Single-KC	131	JCommTable6.R1C0	18	AD JCommTable6.R1C0	13
131	Default BKT Controller(12)	AD 6_8_plus_1_3	1	done	1/1/1970 1:35	1/1/1970 1:35	1/1/1970 1:35	1/1/1970 1:35	correct	0	1	0	Single-KC	132	done	18	AD done	13
132	Default BKT Controller(12)	AD 8_6_plus_6_7	1	JCommTable8.R0C0	1/1/1970 1:35	1/1/1970 1:35	1/1/1970 1:35	1/1/1970 1:35	correct	0	1	0	Single-KC	133	JCommTable8.R0C0	18	AD JCommTable8.R0C0	14
133	Default BKT Controller(12)	AD 8_6_plus_6_7	1	JCommTable4.R1C0	1/1/1970 1:35	1/1/1970 1:35	1/1/1970 1:35	1/1/1970 1:35	correct	0	1	0	Single-KC	134	JCommTable4.R1C0	17	AD JCommTable4.R1C0	14
134	Default BKT Controller(12)	AD 8_6_plus_6_7	1	JCommTable5.R1C0	1/1/1970 1:35	1/1/1970 1:35	1/1/1970 1:35	1/1/1970 1:35	correct	0	1	0	Single-KC	135	JCommTable5.R1C0	14	AD JCommTable5.R1C0	14
135	Default BKT Controller(12)	AD 8_6_plus_6_7	1	JCommTable4.R0C0	1/1/1970 1:35	1/1/1970 1:35	1/1/1970 1:35	1/1/1970 1:35	correct	1	1	0	Single-KC	136	JCommTable4.R0C0	17	AD JCommTable4.R0C0	14
136	Default BKT Controller(12)	AD 8_6_plus_6_7	1	JCommTable5.R0C0	1/1/1970 1:35	1/1/1970 1:35	1/1/1970 1:35	1/1/1970 1:35	incorrect	2	1	1	Single-KC	137	JCommTable5.R0C0	17	AD JCommTable5.R0C0	14
137	Default BKT Controller(12)	AD 8_6_plus_6_7	1	JCommTable6.R1C0	1/1/1970 1:35	1/1/1970 1:35	1/1/1970 1:35	1/1/1970 1:35	correct	0	1	0	Single-KC	138	JCommTable6.R1C0	19	AD JCommTable6.R1C0	14
138	Default BKT Controller(12)	AD 8_6_plus_6_7	1	JCommTable6.R0C0	1/1/1970 1:35	1/1/1970 1:35	1/1/1970 1:35	1/1/1970 1:35	incorrect	3	1	1	Single-KC	139	JCommTable6.R0C0	19	AD JCommTable6.R0C0	14
139	Default BKT Controller(12)	AD 8_6_plus_6_7	1	done	1/1/1970 1:35	1/1/1970 1:35	1/1/1970 1:35	1/1/1970 1:35	correct	0	1	0	Single-KC	140	done	19	AD done	14
140	Default BKT Controller(12)	M 2_7_times_6_1	1	JCommTable6.R1C0	1/1/1970 1:35	1/1/1970 1:35	1/1/1970 1:35	1/1/1970 1:35	correct	0	1	0	Single-KC	141	JCommTable6.R1C0	20	M  JCommTable6.R1C0	4
141	Default BKT Controller(12)	M 2_7_times_6_1	1	JCommTable6.R0C0	1/1/1970 1:35	1/1/1970 1:35	1/1/1970 1:35	1/1/1970 1:35	incorrect	3	1	1	Single-KC	142	JCommTable6.R0C0	20	M  JCommTable6.R0C0	4
142	Default BKT Controller(12)	M 2_7_times_6_1	1	JCommTable4.R1C0	1/1/1970 1:35	1/1/1970 1:35		1/1/1970 1:35	incorrect	1	0	0	Single-KC	143	JCommTable4.R1C0	18	M  JCommTable4.R1C0	2
143	Default BKT Controller(12)	M 2_7_times_6_1	1	JCommTable5.R0C0	1/1/1970 1:35	1/1/1970 1:35		1/1/1970 1:35	incorrect	1	0	0	Single-KC	144	JCommTable5.R0C0	18	M  JCommTable5.R0C0	3
144	Default BKT Controller(12)	M 2_7_times_6_1	1	done	1/1/1970 1:35	1/1/1970 1:35	1/1/1970 1:35	1/1/1970 1:35	correct	0	1	0	Single-KC	145	done	20	M  done	4
145	Default BKT Controller(12)	AS 7_4_plus_2_4	1	JCommTable8.R0C0	1/1/1970 1:36	1/1/1970 1:36		1/1/1970 1:36	incorrect	1	0	0	Single-KC	146	JCommTable8.R0C0	19	AS JCommTable8.R0C0	3
146	Default BKT Controller(12)	AS 7_4_plus_2_4	1	JCommTable6.R0C0	1/1/1970 1:36	1/1/1970 1:36	1/1/1970 1:36	1/1/1970 1:36	incorrect	1	1	0	Single-KC	147	JCommTable6.R0C0	21	AS JCommTable6.R0C0	3
147	Default BKT Controller(12)	AS 7_4_plus_2_4	1	JCommTable6.R1C0	1/1/1970 1:36	1/1/1970 1:36	1/1/1970 1:36	1/1/1970 1:36	correct	0	1	0	Single-KC	148	JCommTable6.R1C0	21	AS JCommTable6.R1C0	3
148	Default BKT Controller(12)	AS 7_4_plus_2_4	1	JCommTable4.R0C0	1/1/1970 1:36	1/1/1970 1:36		1/1/1970 1:36	incorrect	1	0	0	Single-KC	149	JCommTable4.R0C0	18	AS JCommTable4.R0C0	2
149	Default BKT Controller(12)	AS 7_4_plus_2_4	1	done	1/1/1970 1:36	1/1/1970 1:36	1/1/1970 1:36	1/1/1970 1:36	correct	0	1	0	Single-KC	150	done	21	AS done	3
150	Default BKT Controller(12)	AS 1_5_plus_10_5	1	JCommTable8.R0C0	1/1/1970 1:36	1/1/1970 1:36		1/1/1970 1:36	incorrect	1	0	0	Single-KC	151	JCommTable8.R0C0	20	AS JCommTable8.R0C0	4
151	Default BKT Controller(12)	AS 1_5_plus_10_5	1	JCommTable6.R1C0	1/1/1970 1:36	1/1/1970 1:36	1/1/1970 1:36	1/1/1970 1:36	correct	1	1	0	Single-KC	152	JCommTable6.R1C0	22	AS JCommTable6.R1C0	4
152	Default BKT Controller(12)	AS 1_5_plus_10_5	1	JCommTable6.R0C0	1/1/1970 1:36	1/1/1970 1:36	1/1/1970 1:36	1/1/1970 1:36	correct	0	1	0	Single-KC	153	JCommTable6.R0C0	22	AS JCommTable6.R0C0	4
153	Default BKT Controller(12)	AS 1_5_plus_10_5	1	done	1/1/1970 1:36	1/1/1970 1:36	1/1/1970 1:36	1/1/1970 1:36	correct	0	1	0	Single-KC	154	done	22	AS done	4
154	Default BKT Controller(12)	AD 2_5_plus_3_4	1	JCommTable8.R0C0	1/1/1970 1:36	1/1/1970 1:36	1/1/1970 1:36	1/1/1970 1:36	correct	0	1	0	Single-KC	155	JCommTable8.R0C0	21	AD JCommTable8.R0C0	15
155	Default BKT Controller(12)	AD 2_5_plus_3_4	1	JCommTable4.R1C0	1/1/1970 1:36	1/1/1970 1:36	1/1/1970 1:36	1/1/1970 1:36	correct	0	1	0	Single-KC	156	JCommTable4.R1C0	19	AD JCommTable4.R1C0	15
156	Default BKT Controller(12)	AD 2_5_plus_3_4	1	JCommTable5.R1C0	1/1/1970 1:36	1/1/1970 1:36	1/1/1970 1:36	1/1/1970 1:36	correct	0	1	0	Single-KC	157	JCommTable5.R1C0	15	AD JCommTable5.R1C0	15
157	Default BKT Controller(12)	AD 2_5_plus_3_4	1	JCommTable4.R0C0	1/1/1970 1:36	1/1/1970 1:36	1/1/1970 1:36	1/1/1970 1:36	correct	0	1	0	Single-KC	158	JCommTable4.R0C0	19	AD JCommTable4.R0C0	15
158	Default BKT Controller(12)	AD 2_5_plus_3_4	1	JCommTable6.R0C0	1/1/1970 1:36	1/1/1970 1:36	1/1/1970 1:36	1/1/1970 1:36	incorrect	1	1	0	Single-KC	159	JCommTable6.R0C0	23	AD JCommTable6.R0C0	15
159	Default BKT Controller(12)	AD 2_5_plus_3_4	1	JCommTable5.R0C0	1/1/1970 1:36	1/1/1970 1:36	1/1/1970 1:36	1/1/1970 1:36	hint	1	1	1	Single-KC	160	JCommTable5.R0C0	19	AD JCommTable5.R0C0	15
